,year,month,day,hour,minute,second,cc,nchannel
0,2020,7,30,1,3,22.5,0.09933399341868854,9
1,2020,7,30,3,24,8.65,0.09048398569858374,7
2,2020,7,30,4,25,28.15,0.09218364225017868,7
3,2020,7,30,4,28,58.15,0.12169128521194428,7
4,2020,7,30,4,29,59.2,0.11430394462044072,7
5,2020,7,30,10,5,53.25,0.10769616041045377,8
6,2020,7,30,11,47,7.55,0.0951726555306361,8
7,2020,7,30,14,58,41.95,0.10907557162627728,7
8,2020,7,30,18,19,22.45,0.09373613867328096,9
9,2020,7,30,18,46,19.6,0.10903589203815217,9
10,2020,7,30,19,47,52.35,0.09864765392113731,8
11,2020,7,30,22,57,29.15,0.0970350448708443,8
12,2020,7,30,23,9,31.65,0.10602929741271672,7
