,year,month,day,hour,minute,second,cc,nchannel
0,2020,9,21,0,25,52.1,0.11676990725948606,5
1,2020,9,21,0,36,11.05,0.1873861097982792,5
2,2020,9,21,3,22,58.35,0.12831312869621225,4
3,2020,9,21,3,49,58.05,0.12978843183650193,4
4,2020,9,21,3,53,0.9,0.13215272033143502,4
5,2020,9,21,5,29,24.55,0.10877595256222414,5
6,2020,9,21,6,24,14.95,0.14015537467996858,5
7,2020,9,21,16,2,54.05,0.0957312968116062,5
8,2020,9,21,16,5,4.75,0.08850392457270269,5
9,2020,9,21,16,57,2.1,0.09956083630656501,5
10,2020,9,21,17,27,41.35,0.10591311433542298,4
11,2020,9,21,17,56,10.05,0.14747493995966227,4
12,2020,9,21,18,10,50.3,0.11729763461648546,5
13,2020,9,21,18,13,19.2,0.29270868414265905,5
14,2020,9,21,18,14,46.4,0.15535970375786026,5
15,2020,9,21,18,14,48.1,0.12102517756257328,5
16,2020,9,21,18,14,49.7,0.12414127437369178,5
17,2020,9,21,18,37,16.95,0.10433936619007574,5
18,2020,9,21,18,57,55.3,0.12854221288810552,5
19,2020,9,21,19,54,1.9,0.11070317937957559,5
20,2020,9,21,23,23,1.65,0.1191255275589356,5
