,year,month,day,hour,minute,second,cc,nchannel
0,2020,8,16,2,46,50.5,0.11158856436073047,5
1,2020,8,16,3,5,14.8,0.11781155972578955,4
2,2020,8,16,3,47,56.6,0.10271569933140519,4
3,2020,8,16,3,47,58.25,0.2116280826541485,4
4,2020,8,16,4,14,42.3,0.11540172027819047,4
5,2020,8,16,6,25,14.05,0.09081909488962918,5
6,2020,8,16,7,16,55.8,0.1561933749016781,5
7,2020,8,16,7,18,13.6,0.13443102787573608,5
8,2020,8,16,7,18,26.8,0.12376058841651479,5
9,2020,8,16,7,19,6.1,0.18177685569228616,5
10,2020,8,16,7,20,9.35,0.12072635201154944,5
11,2020,8,16,7,20,46.55,0.12933191579895867,5
12,2020,8,16,7,20,56.35,0.12606301898086386,5
13,2020,8,16,7,22,58.25,0.11560623032086892,5
14,2020,8,16,7,23,44.7,0.18437587412902995,5
15,2020,8,16,7,24,25.6,0.12048325463382496,5
16,2020,8,16,7,24,31.85,0.11390384764439798,5
17,2020,8,16,7,25,57.25,0.12243873043063133,5
18,2020,8,16,7,30,52.25,0.13497575086402458,5
19,2020,8,16,7,31,19.1,0.14646272456813306,5
20,2020,8,16,7,49,56.3,0.12224642062939839,5
21,2020,8,16,7,58,37.25,0.16966614030790153,5
22,2020,8,16,19,42,45.7,0.13305128442407568,5
23,2020,8,16,22,15,30.95,0.09838724969356542,6
