,year,month,day,hour,minute,second,cc,nchannel
0,2020,9,10,1,35,39.3,0.16793548965812022,4
1,2020,9,10,1,37,0.1,0.14939631202973677,4
2,2020,9,10,2,34,30.95,0.16006646529273397,4
3,2020,9,10,2,35,51.45,0.1268717652418101,4
4,2020,9,10,3,25,15.25,0.09884470389400275,5
5,2020,9,10,4,0,56.7,0.12658363581577464,5
6,2020,9,10,4,2,26.15,0.12173072329609438,5
7,2020,9,10,4,10,39.45,0.1338566373062713,5
8,2020,9,10,4,19,29.8,0.1106373227256298,5
9,2020,9,10,5,35,45.2,0.11429921860501188,5
10,2020,9,10,7,41,19.65,0.13548131699607682,4
11,2020,9,10,8,32,33.25,0.10037904711452286,5
12,2020,9,10,8,33,53.65,0.09732130297775572,5
13,2020,9,10,8,40,27.75,0.10399008013163598,5
14,2020,9,10,8,56,6.95,0.10216846439029295,5
15,2020,9,10,9,3,27.3,0.11822184995867199,5
16,2020,9,10,9,3,47.95,0.09342655073809833,5
17,2020,9,10,16,10,4.7,0.12128088837422402,5
