,year,month,day,hour,minute,second,cc,nchannel
0,2020,4,14,18,30,20.0,0.07932256686286193,9
1,2020,4,14,20,42,49.2,0.09592746191620144,8
2,2020,4,14,20,43,11.65,0.09320423949223837,8
3,2020,4,14,20,45,19.2,0.08626505254155113,8
4,2020,4,14,20,45,21.65,0.13063926787670796,8
5,2020,4,14,20,45,45.15,0.08522625093611766,8
6,2020,4,14,20,48,9.85,0.08739733947533655,8
7,2020,4,14,20,58,25.75,0.08620554691179784,8
8,2020,4,14,21,12,24.8,0.08703489811970778,8
9,2020,4,14,21,14,49.4,0.10022683026710003,8
10,2020,4,14,21,16,12.15,0.08620538923671592,8
11,2020,4,14,21,22,16.7,0.09369365220284917,8
12,2020,4,14,21,30,1.8,0.08978615103370233,8
13,2020,4,14,21,33,29.8,0.08981839397115592,8
14,2020,4,14,21,47,34.1,0.1272659678713396,8
15,2020,4,14,21,59,24.15,0.1017589347435276,8
16,2020,4,14,21,59,25.75,0.09149410637373971,8
17,2020,4,14,22,7,3.15,0.09742639946938847,8
18,2020,4,14,22,12,28.7,0.09200197622970574,8
19,2020,4,14,22,12,30.45,0.1026924896064109,8
20,2020,4,14,22,15,21.7,0.08466475226953113,8
21,2020,4,14,22,20,32.15,0.08653173293189645,8
