,year,month,day,hour,minute,second,cc,nchannel
0,2020,9,29,1,6,40.5,0.1454956290815874,5
1,2020,9,29,2,23,15.45,0.10555481086550078,5
2,2020,9,29,2,48,45.4,0.09636587340644512,5
3,2020,9,29,3,1,56.6,0.10502587492908273,5
4,2020,9,29,3,13,49.55,0.10683957406179041,5
5,2020,9,29,3,15,20.5,0.10299839286388442,5
6,2020,9,29,3,20,2.35,0.1298555935671044,5
7,2020,9,29,3,21,1.25,0.11362948649527176,5
8,2020,9,29,3,23,42.05,0.09853127536725084,5
9,2020,9,29,3,24,10.2,0.10795543103784448,5
10,2020,9,29,3,24,12.2,0.10328587371801531,5
11,2020,9,29,3,30,37.4,0.14196658680601465,5
12,2020,9,29,3,30,59.45,0.11117437914704675,5
13,2020,9,29,3,35,30.95,0.10338598490310721,5
14,2020,9,29,3,36,41.4,0.11272039692414929,5
15,2020,9,29,3,36,44.7,0.1130908306266352,5
16,2020,9,29,3,41,16.2,0.10057848491841943,5
17,2020,9,29,3,42,10.05,0.13213052637889952,5
18,2020,9,29,4,5,46.5,0.0977192441354153,5
19,2020,9,29,4,43,3.15,0.1105670521956575,5
20,2020,9,29,5,15,4.2,0.10531190572307511,5
21,2020,9,29,5,32,43.1,0.11725220039491982,5
22,2020,9,29,5,47,1.9,0.10404196006094191,5
23,2020,9,29,5,50,32.65,0.10263235515052652,5
24,2020,9,29,6,5,5.35,0.10488062480024174,5
25,2020,9,29,6,52,8.0,0.10679426292637191,5
26,2020,9,29,6,54,18.4,0.11847032036646148,5
27,2020,9,29,6,54,21.25,0.09379734939304654,5
28,2020,9,29,7,9,49.45,0.10300782732410145,5
29,2020,9,29,7,9,51.85,0.10094035721867405,5
30,2020,9,29,7,21,1.3,0.12542549063267636,5
31,2020,9,29,8,45,30.45,0.10544995798341665,5
32,2020,9,29,9,25,49.4,0.10743839881145105,5
33,2020,9,29,9,55,12.75,0.19502332032280048,5
34,2020,9,29,11,38,29.15,0.09984310558084168,5
35,2020,9,29,12,3,27.0,0.15363722686515235,5
36,2020,9,29,12,31,4.75,0.11400351350651053,5
37,2020,9,29,13,39,31.45,0.10005428817892204,5
38,2020,9,29,14,51,35.0,0.12170495353756457,5
39,2020,9,29,19,9,46.3,0.0991334707281302,5
40,2020,9,29,22,28,47.15,0.10870894560720493,5
41,2020,9,29,22,55,12.25,0.10607343352962037,5
