,year,month,day,hour,minute,second,cc,nchannel
0,2020,10,5,0,26,55.65,0.12766227371401623,5
1,2020,10,5,0,57,59.45,0.1160548140432173,5
2,2020,10,5,1,19,33.8,0.12948646740679937,5
3,2020,10,5,4,27,7.3,0.13186665486322047,5
4,2020,10,5,5,22,37.7,0.11894591659300631,5
5,2020,10,5,5,23,35.15,0.11822371862598327,5
6,2020,10,5,7,42,39.25,0.10292849705753257,5
7,2020,10,5,8,5,29.1,0.10688550935245233,5
8,2020,10,5,8,15,38.4,0.12611658850736646,5
9,2020,10,5,9,22,18.7,0.12277918666929455,5
10,2020,10,5,9,26,14.7,0.11577573138838693,5
11,2020,10,5,12,44,49.2,0.11403634056193716,5
12,2020,10,5,12,47,59.4,0.11170979320467245,5
13,2020,10,5,12,56,25.25,0.1065106289149,5
14,2020,10,5,13,51,53.2,0.14328055764919126,4
15,2020,10,5,14,56,30.2,0.13345299900969007,4
16,2020,10,5,17,48,20.45,0.13838706639957662,5
17,2020,10,5,17,48,39.75,0.147313953805829,5
18,2020,10,5,17,48,52.8,0.1137649402437165,5
19,2020,10,5,17,49,33.65,0.2470458361592726,5
20,2020,10,5,17,50,53.65,0.14509284185358098,5
21,2020,10,5,17,53,15.2,0.11813638050578201,5
22,2020,10,5,17,55,9.9,0.10537407611434327,5
23,2020,10,5,17,55,12.3,0.10994849092302653,5
24,2020,10,5,17,55,15.55,0.10505110288084578,5
25,2020,10,5,18,14,59.15,0.11782191375655846,5
26,2020,10,5,18,40,38.8,0.11946285426491599,5
27,2020,10,5,19,32,32.35,0.10255938383129759,5
28,2020,10,5,21,10,48.8,0.12033046472397677,5
29,2020,10,5,22,18,2.75,0.10267706098510518,5
