,year,month,day,hour,minute,second,cc,nchannel
0,2020,8,24,0,17,24.85,0.12262400049955272,4
1,2020,8,24,2,47,53.35,0.11898133717776613,4
2,2020,8,24,4,26,27.5,0.11503432557027846,4
3,2020,8,24,4,44,39.9,0.17177614177733178,4
4,2020,8,24,6,3,2.5,0.10723942799850066,5
5,2020,8,24,8,25,11.15,0.11787748431058545,4
6,2020,8,24,9,30,42.3,0.10324054053343738,5
7,2020,8,24,10,56,14.45,0.13209853402817973,5
8,2020,8,24,13,55,42.65,0.09815413618470652,5
9,2020,8,24,16,50,6.65,0.11854583704184485,5
10,2020,8,24,16,59,22.85,0.11182739284243545,5
11,2020,8,24,17,36,25.3,0.14116926819789372,5
12,2020,8,24,17,47,34.1,0.1289503498943741,5
13,2020,8,24,18,14,23.05,0.10883453042587177,5
14,2020,8,24,21,59,17.4,0.08859425485502519,5
15,2020,8,24,21,59,18.45,0.09696424033467285,5
16,2020,8,24,22,9,22.1,0.12690485746766172,5
