,year,month,day,hour,minute,second,cc,nchannel
0,2020,9,14,0,27,44.5,0.09290027762784143,5
1,2020,9,14,0,44,14.4,0.19980390764095485,5
2,2020,9,14,4,25,57.45,0.16979595500420985,5
3,2020,9,14,5,16,33.85,0.14682386331718655,5
4,2020,9,14,8,8,25.3,0.14305593985949316,5
5,2020,9,14,8,10,14.65,0.11184611394734847,5
6,2020,9,14,8,15,2.85,0.18118897685058238,5
7,2020,9,14,13,17,29.5,0.19384648323761203,4
8,2020,9,14,14,15,9.5,0.09331874254268953,5
9,2020,9,14,14,17,6.0,0.09297287057475337,5
10,2020,9,14,14,31,36.9,0.09487697758761707,5
11,2020,9,14,14,43,58.05,0.09432455139032894,5
12,2020,9,14,14,49,25.85,0.10098652268961912,5
13,2020,9,14,15,51,54.95,0.09879873845894313,5
14,2020,9,14,15,53,21.8,0.09561286378919542,5
15,2020,9,14,16,10,58.7,0.11201625785747546,5
16,2020,9,14,17,14,35.25,0.19471249002265664,4
17,2020,9,14,17,15,45.5,0.2423768180105177,4
18,2020,9,14,17,20,21.55,0.12674907062585428,4
19,2020,9,14,17,20,24.25,0.12886252043351806,4
20,2020,9,14,17,21,45.0,0.12580557314837823,4
21,2020,9,14,17,22,33.25,0.13553342962138784,4
22,2020,9,14,17,22,55.25,0.14894797112830113,4
23,2020,9,14,18,6,59.05,0.08930459929355958,5
24,2020,9,14,18,53,9.3,0.08896268272272392,5
25,2020,9,14,19,38,45.4,0.09509226892333314,5
26,2020,9,14,19,39,23.15,0.08667338641529353,5
27,2020,9,14,19,39,41.8,0.10352535646852008,5
28,2020,9,14,19,40,23.25,0.09434585878669187,5
29,2020,9,14,19,41,1.45,0.10536948378831985,5
30,2020,9,14,19,41,42.2,0.08901919470399708,5
31,2020,9,14,19,41,50.4,0.10659699466106314,5
32,2020,9,14,19,46,6.6,0.08783811568772298,5
33,2020,9,14,21,48,19.7,0.11371916739086714,5
