,year,month,day,hour,minute,second,cc,nchannel
0,2020,9,16,7,20,2.15,0.06985053243479737,15
1,2020,9,16,8,36,27.0,0.0701915751470242,15
2,2020,9,16,9,36,4.55,0.08671529180054287,15
3,2020,9,16,14,13,9.95,0.09700312761847905,15
4,2020,9,16,16,3,32.75,0.08573469639734163,15
5,2020,9,16,16,15,31.9,0.09167593241486882,15
6,2020,9,16,16,34,37.25,0.08167632002374932,15
7,2020,9,16,16,36,35.7,0.09895390269843311,15
8,2020,9,16,16,36,38.8,0.09387167464485212,15
9,2020,9,16,17,25,49.9,0.08787024241745943,15
10,2020,9,16,17,37,7.65,0.08899021440090087,15
11,2020,9,16,18,15,12.05,0.08429920042961525,12
12,2020,9,16,18,17,43.75,0.08558291531678706,12
13,2020,9,16,20,47,21.75,0.0800494612755293,12
